"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","oit","ort","hid","hit","ct","gh","psyh","vamc","tbg","ih","stg","lccg","ddf","stag","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","sf","md","mc","si","pi","mi","fsa","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","ad","pw","wn","mn","hv","trma","xa","dv","tay","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","moti","ang","mxm","crv","relp","bc","chld","yad","adlt","fem","male","du","duo","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eih","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssa","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mpep","fed","sotp","dea","samf","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","fx","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Aquila Recovery of Virginia","","706 South King Street","Suite 8","Leesburg","VA","20175","3918","Loudoun","703-464-5122","","","","http://www.aquilarecoveryva.com","39.1055217","-77.5686731","SU","1","","","","","","","","1","","","","","","","1","","","1","","1","1","","1","","","","","1","","","","","","","","1","","","","","","","","","","","","1","","","","1","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","","","","","","","1","","","1","1","1","1","1","","1","","","1","","","1","1","1","","","","","","","","","","","","1","","1","1","","","","","","","","","","1","1","","","1","","","","","","","1","","","","","1","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Insight Into Action Therapy","","44340 Premier Plaza","Suite 230","Ashburn","VA","20147","","Loudoun","703-646-7664","","","","http://www.insightactiontherapy.com","39.0620797","-77.4659396","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","","1","","","1","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","1","","","","","1","1","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","1","","","1","1","1","","1","1","","1","","1","1","1","1","1","1","","1","","1","","1","","1","","1","1","1","1","1","","","","","1","","1","","1","1","1","","1","","1","1","1","1","1","1","","1","1","","1","","","1","1","1","","1","1","","","1","1","1","1","","1","1","1","1","1","","","","","1","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Insight Recovery Centers","","44340 Premier Plaza","Suite 230","Ashburn","VA","20147","","Loudoun","703-214-9499","","","","http://www.insightrecoverycenters.com","39.0620797","-77.4659396","SU","1","","","","1","","","1","1","1","","","","","","1","","","1","","1","1","1","","","1","","","1","","","","","1","","1","1","","","","","","","","","","","","","","","","1","","","","","","1","","","","1","1","","1","","","","1","","","","","","","","","1","1","","1","","","1","1","","","","","","1","1","1","1","1","1","1","","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","1","","1","","","","1","","1","","1","1","1","1","1","","","","","1","","","1","1","1","1","1","1","","1","1","1","","1","1","","1","1","1","1","","","1","1","1","1","1","","","","","1","1","1","","1","1","1","1","","","","","","1","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","",""
"BHG Chesapeake Treatment Center","BHG XLI LLC","3322 Western Branch Boulevard","Suite A","Chesapeake","VA","23321","","Chesapeake City","757-673-3644","","","","http://bhgrecovery.com/","36.8660329","-76.4135083","SU","1","1","1","1","","","","","","","1","","","","","","","1","1","","1","1","","","","1","","","1","","","","","1","","1","1","","","","","","","","","","","","","","","","1","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","","","1","1","1","","1","","","","","1","1","","","","","","1","","","1","1","1","","","","","1","","","","","","","1","","1","1","1","","1","1","1","1","","1","","","1","1","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","1","","1","","","","1","","","","","","","","1","1","","1","1","1","","","1","","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Multicultural Clinical Center","","46161 Westlake Drive","Suite 130","Sterling","VA","20165","","Loudoun","703-354-0000 x109","","703-354-0000 x113","","http://www.mccva.com","39.0354655","-77.4034479","SU","1","","","","","","","","","","","","1","","","","","","1","","1","1","1","","1","","","","1","","","","","","","","1","","","","","","","","","","","","1","1","","","","","","","","","1","","","","","","","","","","1","1","1","1","","","1","1","","1","1","1","","1","1","1","1","","","","","","","","1","1","1","1","","","1","1","1","","","1","","","","","1","1","1","","","","","","","1","1","1","1","","1","","","","","","","","1","","1","","1","1","1","","","","","","","","","","","","","","","","","","","","1","","1","","","","1","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","1","","","","","","","","","",""
"Inova Behavioral Health","Cats/Loudoun","19 Fort Evans Road NE","Suite C","Leesburg","VA","20176","","Loudoun","571-472-2500","","571-623-3500","","http://www.inova.org/cats","39.1071845","-77.5467894","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","","1","","","","","1","","","","","","","1","","","","","1","","","","","","","","1","1","1","1","1","","","","","","1","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","","","","","","","1","","1","","1","1","1","","","","","1","","","","1","1","","","","","","","","","","","1","1","","1","","","","1","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"National Capital Trt and Recovery","Counseling Center","46 South Glebe Road","3rd Floor","Arlington","VA","22204","","Arlington","703-841-0703","","703-841-0703 x1","","http://www.natcaptreatment.org","38.8694434","-77.1000128","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","1","1","1","1","1","","","","","","","","","","","","1","1","","","","1","","","","","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","","","","","","","1","","1","1","","","1","","","","","","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"National Capital Trt and Recovery","","200 North Glebe Road","Suite 104","Arlington","VA","22203","","Arlington","703-841-0703 x1","","","","http://www.natcaptreatment.org","38.8721176","-77.1036225","SU","1","","","","1","","1","1","1","1","","","","","","","","","","","","","","","1","","","","1","","","","","","","","1","","","","","","","","","","","","1","1","","","","1","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","1","","","1","","","","1","","1","1","","","","","","1","","","","","","","1","1","","","","1","","","","1","1","","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Newport Academy","","11901 Plantation Drive","","Great Falls","VA","22066","","Fairfax","877-820-6371","","","","http://www.newportacademy.com","39.0227897","-77.3572522","SU","1","","","","","","","","","","","","1","","","","","","1","","1","1","1","1","","","","1","1","1","1","","","","1","1","1","","","","","","","","","","","","","","1","","1","","","","","","1","","","","1","","","","","","","1","1","","","","","","1","","","","","1","","","","","","","","","","","1","1","1","","","","","","1","","","1","","1","1","1","1","1","","","1","","","","","1","1","","1","","","","","","","","","","1","","1","","1","1","1","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virginia Hospital Center","","1701 North George Mason Drive","","Arlington","VA","22205","","Arlington","703-558-8662","","703-558-6755","","http://www.virginiahospitalcenter.com/Medical/Addiction/a","38.8891697","-77.1272851","SU","1","1","","","1","1","1","1","1","1","","","","1","","1","","","1","","1","1","1","1","","","1","","1","","","","","1","","1","1","1","1","","1","","","","","","","","1","1","1","1","1","","","","","","1","1","1","1","1","1","","","","1","","1","","","","","","","","","","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","","1","","","","1","","","1","1","1","1","","","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","","","1","","","","1","","","1","1","1","1","","1","","","1","1","","1","","1","","1","1","","1","1","","","","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Virginia Hospital Center","Behavioral Health Outpatient Services","1715 North George Mason Drive","Suite 201","Arlington","VA","22205","","Arlington","703-558-6750","","","","http://www.virginiahospitalcenter.com/medical/addiction/a","38.8904054","-77.1282472","SU","1","1","","","1","1","1","1","1","1","","","","","","","","","","","","","","1","","","","","1","","","","1","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","1","1","1","1","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","1","1","1","1","","","1","1","","","","","","1","1","1","","","","","","","1","","","","","","","","1","","","","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"National Capital Trt and Recovery","Phoenix Prog Mens Residential Center","521 North Quincy Street","","Arlington","VA","22203","","Arlington","703-841-0703","Intakes","703-841-0703 x1","703-841-0703 x3080","http://www.natcaptreatment.org","38.8769752","-77.1075998","SU","1","1","","","1","1","1","1","1","1","","","","","","","","","1","","1","1","","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","","1","1","","","","","","1","1","","","","","1","","","","","1","","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","1","","","1","1","","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","","","","1","","1","1","1","1","1","","1","1","1","1","","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","","","","","1","1","1","1","1","","","","","1","","1","","1","1","","","1","","","","","1","","","","","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Newport Academy","","11740 Plantation Drive","","Great Falls","VA","22066","","Fairfax","877-820-6371","","","","http://www.newportacademy.com","39.0226638","-77.3533226","SU","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Loudoun County Mental Health Center","","102 Heritage Way NE","Suite 302","Leesburg","VA","20176","","Loudoun","703-771-5100","","703-771-5155","","http://www.loudoun.gov/index.aspx?NID=121","39.1143719","-77.5405583","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","","","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","1","","","1","1","1","1","1","1","","","","","1","","1","","1","1","","1","","","","","","","","","","","1","1","1","1","1","","","1","","1","","","","","","","1","1","","","1","1","","1","","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","1","","","","","","","","","","","1","","1","","","","1","","","1","","","","","","1","","1","","1","","","","","","","","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mount Rogers Community Services Board","Fernwood Counseling Center","6999 Carrollton Pike","Suite 1","Galax","VA","24333","","Galax City","276-238-5600","","","","http://www.mountrogers.org","36.7018335","-80.8505147","SU","1","","","","1","","1","1","1","1","","","","","","","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","","1","1","","","","","","","","1","1","1","1","1","1","1","","","1","","1","","","","","1","","","","","","","1","","","","1","","","","","","1","1","1","","1","","","1","1","1","1","","1","","","1","1","1","1","1","","1","1","","","","1","1","1","1","1","1","","","1","1","","","","1","1","1","","1","1","","","","1","1","1","","1","1","1","1","1","","1","","1","","1","1","","","1","1","","","","","","","1","","1","1","","","","","","","","","1","","","","","","","","","1","","","1","","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Arlington County Community Servs Board","","2100 Washington Boulevard","","Arlington","VA","22204","","Arlington","703-228-5150","","","","http://health.arlingtonva.us/behavioral-healthcare/","38.8734688","-77.0832363","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","1","1","","1","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1","","","1","1","1","1","1","1","1","","1","1","","","1","1","1","1","1","1","","1","","","","","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","","1","","1","1","1","","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","1","1","","","1","1","","1","1","1","","","","1","","","1","1","1","1","","1","1","","","","1","","","","1","1","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"Hampton VAMC","Mental Health SATP","100 Emancipation Drive","","Hampton","VA","23667","","Hampton City","757-722-9961 x3100","","757-722-9961 x3607","","http://www.hampton.va.gov/","37.0164356","-76.3333604","SU","1","1","","","1","1","1","1","","1","","","","","","1","","","1","","1","1","","1","","","1","1","1","1","1","","1","1","","1","1","1","1","","1","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","1","1","1","","1","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","1","1","1","1","","","1","1","","1","","","1","1","1","","1","","","","","","1","","","","1","1","","1","1","","","","","1","","1","","1","1","1","","1","","1","","1","","1","","","","1","","","","","1","1","1","","","","","","","","","","1","1","1","","1","1","","1","1","","","","1","","","","","","","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Arlington Recovery Center","Residential Program Center/Arlington","1554 Columbia Pike","","Arlington","VA","22204","","Arlington","703-228-0033","","","","http://natcaptreatment.org","38.8662286","-77.0715115","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","","1","","","","","1","","1","1","1","","","","","","","","","","1","1","","","","","","","1","1","1","1","1","","1","1","1","1","1","","","1","1","","","1","","","1","1","1","1","","","1","1","","1","","","1","1","1","","","","1","1","1","","","","","","1","1","1","1","1","","","1","1","1","","1","1","","1","1","","1","","1","1","1","1","","","1","1","1","1","1","","","","1","","1","","1","1","","","1","","","","1","1","","","1","","","","","1","","","","","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Hampton VAMC","Domiciliary","100 Emancipation Drive","Building 148","Hampton","VA","23667","","Hampton City","757-722-9961 x4982","","","","http://www.va.gov","37.0159112","-76.3315724","SU","1","1","","","1","","1","1","1","1","","1","","","","1","","","","","","","","1","","","","1","","1","1","1","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","1","","1","1","","","","1","1","","","","","","1","1","","","","1","1","","","","","","","","","","1","","","","","1","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Womens Home Inc","","- - -","","Arlington","VA","22207","","Arlington","703-237-2822","","","","http://www.thewomenshome.com","38.9105302","-77.1197521","SU","1","","","","","","","","","","","1","","","","1","","","","","","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","1","1","","","1","1","1","1","","","","1","","","1","1","1","","","","","","","1","","","","1","1","","","","1","","1","","","","","1","1","1","","1","1","","","","","1","","1","","1","","","","","","","","","","","","1","","","","1","","","1","","","","1","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"New River Comprehensive Treatment Ctr","Galax Treatment Center LLC","140 Larkspur Lane","Suite D","Galax","VA","24333","","Galax City","276-236-6341","","","","http://www.ctcprograms.com/location/new river-comprehensive-treatment-center/","36.675704","-80.9087189","SU","1","1","1","1","1","1","","1","","","1","","","","","","","1","1","","1","1","1","","1","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","","","","1","","","","","1","1","1","","1","","","","","","","1","","1","","","","","","1","1","1","","1","1","1","","","","","","","1","","1","1","1","1","","1","1","1","1","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","1","1","","1","1","1","","","1","1","1","","1","1","1","","1","1","1","1","","1","","1","1","","","","1","1","1","1","","","1","","","","","","1","","","","","","","","","","","","","","","1","1","","","1","","","","","","","","1","1","","1","","1","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Dept of Behavioral Healthcare Services","SA Outpatient Treatment Services","1811 King Street","","Portsmouth","VA","23704","3032","Portsmouth City","757-393-8618 x8031","","757-393-5357","","http://www.portsmouthva.gov","36.833835","-76.321109","SU","1","","1","","1","","","1","","","1","","","","","","","1","1","","1","1","","","1","","","","1","","","","","1","","","1","","","","","","","","","","1","","1","1","1","","","1","","","","","1","1","1","1","1","","1","1","1","1","","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","","1","1","1","1","","","1","","","1","1","1","1","","","1","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","","1","1","1","","1","1","1","1","","1","","1","1","","","","1","1","1","1","","","","","1","","","","","1","","","","","","","","","","1","1","1","1","1","1","","","","","","","","1","","","1","1","1","1","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"Spero Health","","105 Doctors Park","","Galax","VA","24333","","Galax City","276-263-8410","","","","http://www.sperohealth.com","36.6716366","-80.9207342","SU","1","","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","1","","1","1","","","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","","","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","1","1","1","1","1","","","1","1","1","","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","1","","1","","","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","","","","","1","","","","","","1","1","1","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"Bacon Street Youth and Family Services","Yorktown Location","4034 George Washington Highway","Suite B","Williamsburg","VA","23185","","York","757-253-0111","","","","http://www.baconstreet.org","36.805556","-76.321356","SU","1","","","","","","","1","","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","","1","1","1","1","1","1","","","1","","","","","","","1","","","","","1","","","1","","","","","","","","1","1","1","1","","1","1","1","1","","1","1","","1","","1","1","1","","","1","","","","1","1","1","1","1","","","","","","1","","1","","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","1","","","","1","","","","","","1","1","","","1","","","1","","","","1","","","","","","1","1","","1","1","","1","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Galax Treatment Center Inc","Life Center of Galax","112 Painter Street","","Galax","VA","24333","","Galax City","276-236-2994","Intakes","800-345-6998 x1","273-236-2994 x1","http://www.galaxrecovery.com","36.6595231","-80.9288525","SU","1","1","","","","","","1","1","1","1","","","","","","","1","1","","1","1","","","","1","","1","1","1","1","1","","1","1","","","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","","1","","","","","","","","1","","","","","","","","","1","1","","","","","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","1","","","1","1","1","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","","","1","1","","1","","","","","","","","","","","","","","","1","","1","1","1","1","1","","1","","1","1","","1","","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Positive Pathways","","900 Granby Street","Suite 245","Norfolk","VA","23510","","Norfolk City","757-543-1870","","","","http://www.GotMyPath.com","36.8591547","-76.287827","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","","","","","","","","1","","","","1","1","1","","1","1","","","","","1","","","","","","","","1","1","1","","","1","","1","1","1","","1","","1","","","1","1","1","","1","","","1","","1","1","1","1","","","","","","","","","","1","1","1","","","1","1","","","","","","","","","","1","1","","","","","","","","","1","","","","","1","","","1","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Norfolk Community Services Board","Tidewater Drive Center","7460 Tidewater Drive","","Norfolk","VA","23505","","Norfolk City","757-664-6670","","757-756-5600","","http://www.norfolk.gov/NCSB","36.9107554","-76.255405","SU","1","","1","","1","","1","1","1","1","1","","","","","","","1","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","1","","","1","","","","1","","","","","1","1","1","","1","","1","1","","1","","","","","","","","","","1","","","1","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","","","1","1","1","1","","1","1","","1","1","1","1","","1","1","1","","1","1","","1","1","1","1","1","","","","1","1","1","","1","1","1","1","1","1","","","","1","","","","","1","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"Wythe Youth and Family Services","","540 West Main Street","","Wytheville","VA","24382","","Wythe","276-223-3291","","","","http://www.mtrogerscsb.com","36.9467696","-81.0875506","SU","1","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","1","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","1","1","","1","1","1","1","","","","","","","","","","","","1","1","","","","","","","1","","","","","","","","1","","1","","","","","","","","","","","","1","1","1","1","","","","","1","","","1","1","1","1","","","","1","","","","1","","1","1","1","","1","1","","","1","","","1","","1","","","1","1","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mount Rogers Community Services Board","Wythe/Bland Adult Counseling Center","770 West Ridge Road","Suite 220","Wytheville","VA","24382","","Wythe","276-223-3202","","","","http://www.mtrogerscsb.com","36.953135","-81.0974104","SU","1","","","","","","1","1","1","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","1","1","1","","1","","1","","","","","","","1","","","","1","","","","","","","","","","","","","","1","1","","","","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","","","1","1","1","1","","","","","1","1","","","","1","","1","","1","1","1","","1","1","1","1","","","","1","1","1","","1","","1","1","","","","","1","1","1","","","","","1","","1","","","","","","","","","","","1","","","1","","","","","","1","","","","","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Chesapeake Integrated","Behavioral Healthcare","224 Great Bridge Boulevard","","Chesapeake","VA","23320","","Chesapeake City","757-547-9334","","","","http://www.chesapeakeibh.net","36.7355808","-76.2469162","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","1","1","1","1","1","","1","","1","","","","","1","","1","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","","","","","1","1","","","1","1","","1","","1","1","1","1","1","1","1","1","","","","","","1","1","1","","1","1","1","","1","","1","1","","1","","1","","","","1","","1","1","1","1","1","","","1","","1","","","","1","1","","1","","","","","","1","","1","1","1","","","","","","","","","1","","","","","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Barry Robinson Institute","Outpatient Services","6330 North Center Drive","Building 13, Suites 141 and 143","Norfolk","VA","23502","","Norfolk City","757-524-5585","","","","http://www.barryrobinson.org/","36.848549","-76.1885624","SU","1","","","","","","","","","","","","1","","","","","","1","","1","1","1","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","1","","","","","1","1","1","","1","1","","","","","","1","","","","","","","1","","","","","","","","1","","","","","","","1","1","1","1","","1","","1","1","1","","","1","","","1","1","1","1","","","1","","","","","","1","1","1","","","","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tidewater Psychotherapy Services","Horizons","260 Grayson Road","Suite 100","Virginia Beach","VA","23462","","Virginia Beach City","757-497-3670","","","","http://www.tpsvb.com","36.8323156","-76.1558481","SU","1","","","","1","","1","1","1","1","","","","","","","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","","1","1","","1","","1","","1","1","1","1","1","","","1","","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","","","","","","","1","1","","1","","","","","1","","","","1","1","","","","","","","","1","","","1","","","","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"Adult Outpatient Services/Pembroke 6","Outpatient Program","297 Independence Boulevard","Suite 126","Virginia Beach","VA","23462","","Virginia Beach City","757-385-0511","","","757-385-0888","http://www.vbgov.com","36.8448188","-76.1416437","SU","1","","","","","","","1","1","1","","1","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","1","","","","","","","","","","","","1","1","1","","1","1","1","1","","1","","1","1","1","1","","1","1","","1","1","1","","1","1","1","","","","","","","","","1","1","1","","","","","1","","1","","1","","","1","1","1","1","","","1","","","","","1","1","","1","","","","1","1","","1","1","","1","1","1","","1","1","","","","","1","","","1","","1","1","1","","1","","1","1","","","1","","","1","1","","","","","","1","1","","","","","","","","","","1","1","","","1","","1","","","","1","","","1","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
